,State County FIPS,Postal Code,Name,Median Household Income
2559,"48 , 77",TX,Clay County,37957
2560,"48 , 79",TX,Cochran County,26841
2561,"48 , 81",TX,Coke County,29934
2562,"48 , 83",TX,Coleman County,25479
2563,"48 , 85",TX,Collin County,74333
2564,"48 , 87",TX,Collingsworth County,28098
2565,"48 , 89",TX,Colorado County,32528
2566,"48 , 91",TX,Comal County,48888
2567,"48 , 93",TX,Comanche County,29726
2568,"48 , 95",TX,Concho County,28151
2569,"48 , 97",TX,Cooke County,39744
2570,"48 , 99",TX,Coryell County,35133
2571,"48 , 101",TX,Cottle County,26623
2572,"48 , 103",TX,Crane County,36684
2573,"48 , 105",TX,Crockett County,33180
2574,"48 , 107",TX,Crosby County,28124
2575,"48 , 109",TX,Culberson County,23923
2576,"48 , 111",TX,Dallam County,29825
2577,"48 , 113",TX,Dallas County,41256
2578,"48 , 115",TX,Dawson County,27089
2579,"48 , 117",TX,Deaf Smith County,29203
2580,"48 , 119",TX,Delta County,29540
2581,"48 , 121",TX,Denton County,61460
2582,"48 , 123",TX,DeWitt County,29421
2583,"48 , 125",TX,Dickens County,24663
2584,"48 , 127",TX,Dimmit County,23667
2585,"48 , 129",TX,Donley County,29049
2586,"48 , 131",TX,Duval County,25165
2587,"48 , 133",TX,Eastland County,28174
2588,"48 , 135",TX,Ector County,33124
2589,"48 , 137",TX,Edwards County,25991
2590,"48 , 139",TX,Ellis County,49839
2591,"48 , 141",TX,El Paso County,31161
2592,"48 , 143",TX,Erath County,30737
2593,"48 , 145",TX,Falls County,26944
2594,"48 , 147",TX,Fannin County,34014
2595,"48 , 149",TX,Fayette County,38107
2596,"48 , 151",TX,Fisher County,29325
2597,"48 , 153",TX,Floyd County,26942
2598,"48 , 155",TX,Foard County,25329
2599,"48 , 157",TX,Fort Bend County,64983
2600,"48 , 159",TX,Franklin County,36997
2601,"48 , 161",TX,Freestone County,34114
2602,"48 , 163",TX,Frio County,24340
2603,"48 , 165",TX,Gaines County,31553
2604,"48 , 167",TX,Galveston County,44872
2605,"48 , 169",TX,Garza County,28807
2606,"48 , 171",TX,Gillespie County,40105
2607,"48 , 173",TX,Glasscock County,38792
2608,"48 , 175",TX,Goliad County,36166
2609,"48 , 177",TX,Gonzales County,28890
2610,"48 , 179",TX,Gray County,33746
2611,"48 , 181",TX,Grayson County,37772
2612,"48 , 183",TX,Gregg County,37076
2613,"48 , 185",TX,Grimes County,32546
2614,"48 , 187",TX,Guadalupe County,45609
2615,"48 , 189",TX,Hale County,31024
2616,"48 , 191",TX,Hall County,24261
2617,"48 , 193",TX,Hamilton County,30356
2618,"48 , 195",TX,Hansford County,35087
2619,"48 , 197",TX,Hardeman County,28921
2620,"48 , 199",TX,Hardin County,40465
2621,"48 , 201",TX,Harris County,42262
2622,"48 , 203",TX,Harrison County,34521
2623,"48 , 205",TX,Hartley County,41324
2624,"48 , 207",TX,Haskell County,25690
2625,"48 , 209",TX,Hays County,45893
2626,"48 , 211",TX,Hemphill County,42408
2627,"48 , 213",TX,Henderson County,32503
2628,"48 , 215",TX,Hidalgo County,25937
2629,"48 , 217",TX,Hill County,32411
2630,"48 , 219",TX,Hockley County,32678
2631,"48 , 221",TX,Hood County,45951
2632,"48 , 223",TX,Hopkins County,32286
2633,"48 , 225",TX,Houston County,28036
2634,"48 , 227",TX,Howard County,30723
2635,"48 , 229",TX,Hudspeth County,21938
2636,"48 , 231",TX,Hunt County,37347
2637,"48 , 233",TX,Hutchinson County,39643
2638,"48 , 235",TX,Irion County,36944
2639,"48 , 237",TX,Jack County,34104
2640,"48 , 239",TX,Jackson County,34391
2641,"48 , 241",TX,Jasper County,31275
2642,"48 , 243",TX,Jeff Davis County,32299
2643,"48 , 245",TX,Jefferson County,35012
2644,"48 , 247",TX,Jim Hogg County,28025
2645,"48 , 249",TX,Jim Wells County,30979
2646,"48 , 251",TX,Johnson County,45284
2647,"48 , 253",TX,Jones County,28516
2648,"48 , 255",TX,Karnes County,26415
2649,"48 , 257",TX,Kaufman County,46108
2650,"48 , 259",TX,Kendall County,55237
2651,"48 , 261",TX,Kenedy County,24248
2652,"48 , 263",TX,Kent County,33733
2653,"48 , 265",TX,Kerr County,35939
2654,"48 , 267",TX,Kimble County,28379
2655,"48 , 269",TX,King County,35925
2656,"48 , 271",TX,Kinney County,29927
2657,"48 , 273",TX,Kleberg County,30395
2658,"48 , 275",TX,Knox County,26658
2659,"48 , 277",TX,Lamar County,31732
2660,"48 , 279",TX,Lamb County,28205
2661,"48 , 281",TX,Lampasas County,34713
2662,"48 , 283",TX,La Salle County,23542
2663,"48 , 285",TX,Lavaca County,32076
2664,"48 , 287",TX,Lee County,37427
2665,"48 , 289",TX,Leon County,32761
2666,"48 , 291",TX,Liberty County,38205
2667,"48 , 293",TX,Limestone County,30224
2668,"48 , 295",TX,Lipscomb County,34081
2669,"48 , 297",TX,Live Oak County,31361
2670,"48 , 299",TX,Llano County,33814
2671,"48 , 301",TX,Loving County,38806
2672,"48 , 303",TX,Lubbock County,33158
2673,"48 , 305",TX,Lynn County,29408
2674,"48 , 307",TX,McCulloch County,28362
2675,"48 , 309",TX,McLennan County,34202
2676,"48 , 311",TX,McMullen County,34651
2677,"48 , 313",TX,Madison County,29401
2678,"48 , 315",TX,Marion County,24467
2679,"48 , 317",TX,Martin County,33629
2680,"48 , 319",TX,Mason County,32269
2681,"48 , 321",TX,Matagorda County,31972
2682,"48 , 323",TX,Maverick County,23897
2683,"48 , 325",TX,Medina County,36111
2684,"48 , 327",TX,Menard County,25782
2685,"48 , 329",TX,Midland County,40373
2686,"48 , 331",TX,Milam County,32381
2687,"48 , 333",TX,Mills County,29352
2688,"48 , 335",TX,Mitchell County,25700
2689,"48 , 337",TX,Montague County,32458
2690,"48 , 339",TX,Montgomery County,53392
2691,"48 , 341",TX,Moore County,34775
2692,"48 , 343",TX,Morris County,30701
2693,"48 , 345",TX,Motley County,27425
2694,"48 , 347",TX,Nacogdoches County,29223
2695,"48 , 349",TX,Navarro County,31410
2696,"48 , 351",TX,Newton County,28289
2697,"48 , 353",TX,Nolan County,27798
2698,"48 , 355",TX,Nueces County,35240
2699,"48 , 357",TX,Ochiltree County,39688
2700,"48 , 359",TX,Oldham County,33428
2701,"48 , 361",TX,Orange County,38758
2702,"48 , 363",TX,Palo Pinto County,32243
2703,"48 , 365",TX,Panola County,34351
2704,"48 , 367",TX,Parker County,47406
2705,"48 , 369",TX,Parmer County,31306
2706,"48 , 371",TX,Pecos County,28357
2707,"48 , 373",TX,Polk County,34975
2708,"48 , 375",TX,Potter County,29811
2709,"48 , 377",TX,Presidio County,24321
2710,"48 , 379",TX,Rains County,33384
2711,"48 , 381",TX,Randall County,45881
2712,"48 , 383",TX,Reagan County,38929
2713,"48 , 385",TX,Real County,26969
2714,"48 , 387",TX,Red River County,26470
2715,"48 , 389",TX,Reeves County,23646
2716,"48 , 391",TX,Refugio County,30839
2717,"48 , 393",TX,Roberts County,44328
2718,"48 , 395",TX,Robertson County,30672
2719,"48 , 397",TX,Rockwall County,69168
2720,"48 , 399",TX,Runnels County,27935
2721,"48 , 401",TX,Rusk County,33744
2722,"48 , 403",TX,Sabine County,28525
2723,"48 , 405",TX,San Augustine County,26749
2724,"48 , 407",TX,San Jacinto County,31822
2725,"48 , 409",TX,San Patricio County,36711
2726,"48 , 411",TX,San Saba County,29700
2727,"48 , 413",TX,Schleicher County,34063
2728,"48 , 415",TX,Scurry County,33545
2729,"48 , 417",TX,Shackelford County,34220
2730,"48 , 419",TX,Shelby County,28657
2731,"48 , 421",TX,Sherman County,33819
2732,"48 , 423",TX,Smith County,38642
2733,"48 , 425",TX,Somervell County,42260
2734,"48 , 427",TX,Starr County,19185
2735,"48 , 429",TX,Stephens County,29399
2736,"48 , 431",TX,Sterling County,37929
2737,"48 , 433",TX,Stonewall County,29427
2738,"48 , 435",TX,Sutton County,41391
2739,"48 , 437",TX,Swisher County,29153
2740,"48 , 439",TX,Tarrant County,47805
2741,"48 , 441",TX,Taylor County,33624
2742,"48 , 443",TX,Terrell County,26848
2743,"48 , 445",TX,Terry County,28045
2744,"48 , 447",TX,Throckmorton County,27982
2745,"48 , 449",TX,Titus County,31934
2746,"48 , 451",TX,Tom Green County,34062
2747,"48 , 453",TX,Travis County,45314
2748,"48 , 455",TX,Trinity County,28036
2749,"48 , 457",TX,Tyler County,30226
2750,"48 , 459",TX,Upshur County,33503
2751,"48 , 461",TX,Upton County,32685
2752,"48 , 463",TX,Uvalde County,27665
2753,"48 , 465",TX,Val Verde County,30472
2754,"48 , 467",TX,Van Zandt County,35416
2755,"48 , 469",TX,Victoria County,37173
2756,"48 , 471",TX,Walker County,30646
2757,"48 , 473",TX,Waller County,38101
2758,"48 , 475",TX,Ward County,31550
2759,"48 , 477",TX,Washington County,37013
2760,"48 , 479",TX,Webb County,28857
2761,"48 , 481",TX,Wharton County,33127
2762,"48 , 483",TX,Wheeler County,34332
2763,"48 , 485",TX,Wichita County,35403
2764,"48 , 487",TX,Wilbarger County,30018
2765,"48 , 489",TX,Willacy County,23528
2766,"48 , 491",TX,Williamson County,61540
2767,"48 , 493",TX,Wilson County,42502
2768,"48 , 495",TX,Winkler County,33680
2769,"48 , 497",TX,Wise County,44842
2770,"48 , 499",TX,Wood County,32383
2771,"48 , 501",TX,Yoakum County,36132
2772,"48 , 503",TX,Young County,31150
2773,"48 , 505",TX,Zapata County,25430
2774,"48 , 507",TX,Zavala County,18622
2775,"49 , 1",UT,Beaver County,38039
2776,"49 , 3",UT,Box Elder County,47329
2777,"49 , 5",UT,Cache County,41802
2778,"49 , 7",UT,Carbon County,36291
2779,"49 , 9",UT,Daggett County,34824
2780,"49 , 11",UT,Davis County,56885
2781,"49 , 13",UT,Duchesne County,36501
2782,"49 , 15",UT,Emery County,41293
2783,"49 , 17",UT,Garfield County,34910
2784,"49 , 19",UT,Grand County,31699
2785,"49 , 21",UT,Iron County,35862
2786,"49 , 23",UT,Juab County,40204
2787,"49 , 25",UT,Kane County,36117
2788,"49 , 27",UT,Millard County,38825
2789,"49 , 29",UT,Morgan County,56684
2790,"49 , 31",UT,Piute County,29195
2791,"49 , 33",UT,Rich County,43200
2792,"49 , 35",UT,Salt Lake County,49076
2793,"49 , 37",UT,San Juan County,27778
2794,"49 , 39",UT,Sanpete County,34494
2795,"49 , 41",UT,Sevier County,37614
2796,"49 , 43",UT,Summit County,65610
2797,"49 , 45",UT,Tooele County,51266
2798,"49 , 47",UT,Uintah County,39140
2799,"49 , 49",UT,Utah County,46428
2800,"49 , 51",UT,Wasatch County,51180
2801,"49 , 53",UT,Washington County,39777
2802,"49 , 55",UT,Wayne County,32465
2803,"49 , 57",UT,Weber County,46718
2804,"50 , 1",VT,Addison County,45369
2805,"50 , 3",VT,Bennington County,40818
2806,"50 , 5",VT,Caledonia County,36116
2807,"50 , 7",VT,Chittenden County,51922
2808,"50 , 9",VT,Essex County,31286
2809,"50 , 11",VT,Franklin County,43672
2810,"50 , 13",VT,Grand Isle County,47096
2811,"50 , 15",VT,Lamoille County,41574
2812,"50 , 17",VT,Orange County,42282
2813,"50 , 19",VT,Orleans County,33772
2814,"50 , 21",VT,Rutland County,38803
2815,"50 , 23",VT,Washington County,44072
2816,"50 , 25",VT,Windham County,40287
2817,"50 , 27",VT,Windsor County,43008
2818,"51 , 1",VA,Accomack County,30063
2819,"51 , 3",VA,Albemarle County,53104
2820,"51 , 5",VA,Alleghany County,37349
2821,"51 , 7",VA,Amelia County,42591
2822,"51 , 9",VA,Amherst County,37549
2823,"51 , 11",VA,Appomattox County,36939
2824,"51 , 13",VA,Arlington County,67161
2825,"51 , 15",VA,Augusta County,45434
2826,"51 , 17",VA,Bath County,36523
2827,"51 , 19",VA,Bedford County,47263
2828,"51 , 21",VA,Bland County,32742
2829,"51 , 23",VA,Botetourt County,52094
2830,"51 , 25",VA,Brunswick County,30503
2831,"51 , 27",VA,Buchanan County,24427
2832,"51 , 29",VA,Buckingham County,30610
2833,"51 , 31",VA,Campbell County,38606
2834,"51 , 33",VA,Caroline County,41640
2835,"51 , 35",VA,Carroll County,31850
2836,"51 , 36",VA,Charles City County,43275
2837,"51 , 37",VA,Charlotte County,30276
2838,"51 , 41",VA,Chesterfield County,61907
2839,"51 , 43",VA,Clarke County,53777
2840,"51 , 45",VA,Craig County,38869
2841,"51 , 47",VA,Culpeper County,50162
2842,"51 , 49",VA,Cumberland County,33700
2843,"51 , 51",VA,Dickenson County,25479
2844,"51 , 53",VA,Dinwiddie County,42123
2845,"51 , 57",VA,Essex County,37239
2846,"51 , 59",VA,Fairfax County,82648
2847,"51 , 61",VA,Fauquier County,68140
2848,"51 , 63",VA,Floyd County,35073
2849,"51 , 65",VA,Fluvanna County,49274
2850,"51 , 67",VA,Franklin County,39049
2851,"51 , 69",VA,Frederick County,52722
2852,"51 , 71",VA,Giles County,35816
2853,"51 , 73",VA,Gloucester County,47211
2854,"51 , 75",VA,Goochland County,61142
2855,"51 , 77",VA,Grayson County,29386
2856,"51 , 79",VA,Greene County,49974
2857,"51 , 81",VA,Greensville County,30049
2858,"51 , 83",VA,Halifax County,30119
2859,"51 , 85",VA,Hanover County,65423
2860,"51 , 87",VA,Henrico County,51201
2861,"51 , 89",VA,Henry County,31360
2862,"51 , 91",VA,Highland County,31219
2863,"51 , 93",VA,Isle of Wight County,49437
2864,"51 , 95",VA,James City County,62326
2865,"51 , 97",VA,King and Queen County,36367
2866,"51 , 99",VA,King George County,57322
2867,"51 , 101",VA,King William County,52899
2868,"51 , 103",VA,Lancaster County,36077
2869,"51 , 105",VA,Lee County,25067
2870,"51 , 107",VA,Loudoun County,90122
2871,"51 , 109",VA,Louisa County,43127
2872,"51 , 111",VA,Lunenburg County,28713
2873,"51 , 113",VA,Madison County,41005
2874,"51 , 115",VA,Mathews County,44729
2875,"51 , 117",VA,Mecklenburg County,30881
2876,"51 , 119",VA,Middlesex County,38636
2877,"51 , 121",VA,Montgomery County,34603
2878,"51 , 125",VA,Nelson County,38719
2879,"51 , 127",VA,New Kent County,58204
2880,"51 , 131",VA,Northampton County,29526
2881,"51 , 133",VA,Northumberland County,38036
2882,"51 , 135",VA,Nottoway County,31021
2883,"51 , 137",VA,Orange County,46169
2884,"51 , 139",VA,Page County,34509
2885,"51 , 141",VA,Patrick County,29958
2886,"51 , 143",VA,Pittsylvania County,36029
2887,"51 , 145",VA,Powhatan County,57458
2888,"51 , 147",VA,Prince Edward County,29573
2889,"51 , 149",VA,Prince George County,49503
2890,"51 , 153",VA,Prince William County,72977
2891,"51 , 155",VA,Pulaski County,35694
2892,"51 , 157",VA,Rappahannock County,50132
2893,"51 , 159",VA,Richmond County,33002
2894,"51 , 161",VA,Roanoke County,50351
2895,"51 , 163",VA,Rockbridge County,37877
2896,"51 , 165",VA,Rockingham County,43727
2897,"51 , 167",VA,Russell County,28943
2898,"51 , 169",VA,Scott County,30199
2899,"51 , 171",VA,Shenandoah County,41872
2900,"51 , 173",VA,Smyth County,31645
2901,"51 , 175",VA,Southampton County,35349
2902,"51 , 177",VA,Spotsylvania County,65411
2903,"51 , 179",VA,Stafford County,75556
2904,"51 , 181",VA,Surry County,38420
2905,"51 , 183",VA,Sussex County,30302
2906,"51 , 185",VA,Tazewell County,29427
2907,"51 , 187",VA,Warren County,46765
2908,"51 , 191",VA,Washington County,35833
2909,"51 , 193",VA,Westmoreland County,36210
2910,"51 , 195",VA,Wise County,28737
2911,"51 , 197",VA,Wythe County,33262
2912,"51 , 199",VA,York County,65397
2913,"51 , 510",VA,Alexandria city,59344
2914,"51 , 515",VA,Bedford city,30715
2915,"51 , 520",VA,Bristol city,29112
2916,"51 , 530",VA,Buena Vista city,33818
2917,"51 , 540",VA,Charlottesville city,31363
2918,"51 , 550",VA,Chesapeake city,54067
2919,"51 , 570",VA,Colonial Heights city,43765
2920,"51 , 580",VA,Covington city,31688
2921,"51 , 590",VA,Danville city,27082
2922,"51 , 595",VA,Emporia city,29388
2923,"51 , 600",VA,Fairfax city,67166
2924,"51 , 610",VA,Falls Church city,79421
2925,"51 , 620",VA,Franklin city,31910
2926,"51 , 630",VA,Fredericksburg city,36636
2927,"51 , 640",VA,Galax city,28381
2928,"51 , 650",VA,Hampton city,39882
2929,"51 , 660",VA,Harrisonburg city,31057
2930,"51 , 670",VA,Hopewell city,32845
2931,"51 , 678",VA,Lexington city,31139
2932,"51 , 680",VA,Lynchburg city,31973
2933,"51 , 683",VA,Manassas city,61387
2934,"51 , 685",VA,Manassas Park city,62637
2935,"51 , 690",VA,Martinsville city,27736
2936,"51 , 700",VA,Newport News city,38406
2937,"51 , 710",VA,Norfolk city,32026
2938,"51 , 720",VA,Norton city,27135
2939,"51 , 730",VA,Petersburg city,28558
2940,"51 , 735",VA,Poquoson city,67765
2941,"51 , 740",VA,Portsmouth city,34523
2942,"51 , 750",VA,Radford city,27040
2943,"51 , 760",VA,Richmond city,31730
2944,"51 , 770",VA,Roanoke city,31523
2945,"51 , 775",VA,Salem city,40439
2946,"51 , 790",VA,Staunton city,33921
2947,"51 , 800",VA,Suffolk city,46416
2948,"51 , 810",VA,Virginia Beach city,50361
2949,"51 , 820",VA,Waynesboro city,34384
2950,"51 , 830",VA,Williamsburg city,34623
2951,"51 , 840",VA,Winchester city,37276
2952,"53 , 1",WA,Adams County,35241
2953,"53 , 3",WA,Asotin County,34698
2954,"53 , 5",WA,Benton County,51753
2955,"53 , 7",WA,Chelan County,38515
2956,"53 , 9",WA,Clallam County,38651
2957,"53 , 11",WA,Clark County,50312
2958,"53 , 13",WA,Columbia County,35153
2959,"53 , 15",WA,Cowlitz County,40464
2960,"53 , 17",WA,Douglas County,39520
2961,"53 , 19",WA,Ferry County,30606
2962,"53 , 21",WA,Franklin County,40404
2963,"53 , 23",WA,Garfield County,33920
2964,"53 , 25",WA,Grant County,36283
2965,"53 , 27",WA,Grays Harbor County,35479
2966,"53 , 29",WA,Island County,45551
2967,"53 , 31",WA,Jefferson County,40390
2968,"53 , 33",WA,King County,53541
2969,"53 , 35",WA,Kitsap County,51127
2970,"53 , 37",WA,Kittitas County,34993
2971,"53 , 39",WA,Klickitat County,36082
2972,"53 , 41",WA,Lewis County,36808
2973,"53 , 43",WA,Lincoln County,37266
2974,"53 , 45",WA,Mason County,41312
2975,"53 , 47",WA,Okanogan County,30396
2976,"53 , 49",WA,Pacific County,32101
2977,"53 , 51",WA,Pend Oreille County,34276
2978,"53 , 53",WA,Pierce County,48205
2979,"53 , 55",WA,San Juan County,44059
2980,"53 , 57",WA,Skagit County,44636
2981,"53 , 59",WA,Skamania County,40338
2982,"53 , 61",WA,Snohomish County,52907
2983,"53 , 63",WA,Spokane County,39874
2984,"53 , 65",WA,Stevens County,36112
2985,"53 , 67",WA,Thurston County,50808
2986,"53 , 69",WA,Wahkiakum County,40416
2987,"53 , 71",WA,Walla Walla County,37456
2988,"53 , 73",WA,Whatcom County,41971
2989,"53 , 75",WA,Whitman County,31096
2990,"53 , 77",WA,Yakima County,34780
2991,"54 , 1",WV,Barbour County,27607
2992,"54 , 3",WV,Berkeley County,43330
2993,"54 , 5",WV,Boone County,28675
2994,"54 , 7",WV,Braxton County,26790
2995,"54 , 9",WV,Brooke County,34899
2996,"54 , 11",WV,Cabell County,30740
2997,"54 , 13",WV,Calhoun County,23758
2998,"54 , 15",WV,Clay County,24640
2999,"54 , 17",WV,Doddridge County,27951
3000,"54 , 19",WV,Fayette County,26380
3001,"54 , 21",WV,Gilmer County,24958
3002,"54 , 23",WV,Grant County,31982
3003,"54 , 25",WV,Greenbrier County,29704
3004,"54 , 27",WV,Hampshire County,34881
3005,"54 , 29",WV,Hancock County,36169
3006,"54 , 31",WV,Hardy County,33849
3007,"54 , 33",WV,Harrison County,32471
3008,"54 , 35",WV,Jackson County,34344
3009,"54 , 37",WV,Jefferson County,48633
3010,"54 , 39",WV,Kanawha County,36379
3011,"54 , 41",WV,Lewis County,29771
3012,"54 , 43",WV,Lincoln County,26142
3013,"54 , 45",WV,Logan County,26680
3014,"54 , 47",WV,McDowell County,18431
3015,"54 , 49",WV,Marion County,31539
3016,"54 , 51",WV,Marshall County,32797
3017,"54 , 53",WV,Mason County,29507
3018,"54 , 55",WV,Mercer County,28186
3019,"54 , 57",WV,Mineral County,33936
3020,"54 , 59",WV,Mingo County,23450
3021,"54 , 61",WV,Monongalia County,33087
3022,"54 , 63",WV,Monroe County,29673
3023,"54 , 65",WV,Morgan County,36837
3024,"54 , 67",WV,Nicholas County,27903
3025,"54 , 69",WV,Ohio County,32900
3026,"54 , 71",WV,Pendleton County,31261
3027,"54 , 73",WV,Pleasants County,35993
3028,"54 , 75",WV,Pocahontas County,27567
3029,"54 , 77",WV,Preston County,31187
3030,"54 , 79",WV,Putnam County,44987
3031,"54 , 81",WV,Raleigh County,30777
3032,"54 , 83",WV,Randolph County,29745
3033,"54 , 85",WV,Ritchie County,29843
3034,"54 , 87",WV,Roane County,26647
3035,"54 , 89",WV,Summers County,23017
3036,"54 , 91",WV,Taylor County,29714
3037,"54 , 93",WV,Tucker County,29517
3038,"54 , 95",WV,Tyler County,31713
3039,"54 , 97",WV,Upshur County,28910
3040,"54 , 99",WV,Wayne County,30339
3041,"54 , 101",WV,Webster County,23086
3042,"54 , 103",WV,Wetzel County,32435
3043,"54 , 105",WV,Wirt County,32068
3044,"54 , 107",WV,Wood County,35060
3045,"54 , 109",WV,Wyoming County,25571
3046,"55 , 1",WI,Adams County,35092
3047,"55 , 3",WI,Ashland County,33515
3048,"55 , 5",WI,Barron County,38573
3049,"55 , 7",WI,Bayfield County,35995
3050,"55 , 9",WI,Brown County,49894
3051,"55 , 11",WI,Buffalo County,40585
3052,"55 , 13",WI,Burnett County,36781
3053,"55 , 15",WI,Calumet County,60423
3054,"55 , 17",WI,Chippewa County,42308
3055,"55 , 19",WI,Clark County,36597
3056,"55 , 21",WI,Columbia County,48540
3057,"55 , 23",WI,Crawford County,34922
3058,"55 , 25",WI,Dane County,52322
3059,"55 , 27",WI,Dodge County,47053
3060,"55 , 29",WI,Door County,41481
3061,"55 , 31",WI,Douglas County,37245
3062,"55 , 33",WI,Dunn County,40559
3063,"55 , 35",WI,Eau Claire County,40854
3064,"55 , 37",WI,Florence County,36992
3065,"55 , 39",WI,Fond du Lac County,47770
3066,"55 , 41",WI,Forest County,33752
3067,"55 , 43",WI,Grant County,37814
3068,"55 , 45",WI,Green County,45793
3069,"55 , 47",WI,Green Lake County,40870
3070,"55 , 49",WI,Iowa County,45451
3071,"55 , 51",WI,Iron County,32056
3072,"55 , 53",WI,Jackson County,38522
3073,"55 , 55",WI,Jefferson County,49017
3074,"55 , 57",WI,Juneau County,36724
3075,"55 , 59",WI,Kenosha County,48933
3076,"55 , 61",WI,Kewaunee County,45868
3077,"55 , 63",WI,La Crosse County,41241
3078,"55 , 65",WI,Lafayette County,38881
3079,"55 , 67",WI,Langlade County,35611
3080,"55 , 69",WI,Lincoln County,41864
3081,"55 , 71",WI,Manitowoc County,45219
3082,"55 , 73",WI,Marathon County,48741
3083,"55 , 75",WI,Marinette County,38108
3084,"55 , 77",WI,Marquette County,38465
3085,"55 , 78",WI,Menominee County,28629
3086,"55 , 79",WI,Milwaukee County,39146
3087,"55 , 81",WI,Monroe County,40001
3088,"55 , 83",WI,Oconto County,43581
3089,"55 , 85",WI,Oneida County,41291
3090,"55 , 87",WI,Outagamie County,52754
3091,"55 , 89",WI,Ozaukee County,66869
3092,"55 , 91",WI,Pepin County,39687
3093,"55 , 93",WI,Pierce County,52222
3094,"55 , 95",WI,Polk County,44431
3095,"55 , 97",WI,Portage County,45825
3096,"55 , 99",WI,Price County,37640
3097,"55 , 101",WI,Racine County,49138
3098,"55 , 103",WI,Richland County,37575
3099,"55 , 105",WI,Rock County,45859
3100,"55 , 107",WI,Rusk County,33190
3101,"55 , 109",WI,St. Croix County,60971
3102,"55 , 111",WI,Sauk County,44565
3103,"55 , 113",WI,Sawyer County,34646
3104,"55 , 115",WI,Shawano County,39541
3105,"55 , 117",WI,Sheboygan County,49332
3106,"55 , 119",WI,Taylor County,39862
3107,"55 , 121",WI,Trempealeau County,39845
3108,"55 , 123",WI,Vernon County,35141
3109,"55 , 125",WI,Vilas County,35627
3110,"55 , 127",WI,Walworth County,46904
3111,"55 , 129",WI,Washburn County,35469
3112,"55 , 131",WI,Washington County,60798
3113,"55 , 133",WI,Waukesha County,67423
3114,"55 , 135",WI,Waupaca County,43167
3115,"55 , 137",WI,Waushara County,37859
3116,"55 , 139",WI,Winnebago County,47057
3117,"55 , 141",WI,Wood County,44637
3118,"56 , 1",WY,Albany County,33882
3119,"56 , 3",WY,Big Horn County,35659
3120,"56 , 5",WY,Campbell County,57869
3121,"56 , 7",WY,Carbon County,39759
3122,"56 , 9",WY,Converse County,44870
3123,"56 , 11",WY,Crook County,41568
3124,"56 , 13",WY,Fremont County,35144
3125,"56 , 15",WY,Goshen County,33336
3126,"56 , 17",WY,Hot Springs County,32292
3127,"56 , 19",WY,Johnson County,39508
3128,"56 , 21",WY,Laramie County,44283
3129,"56 , 23",WY,Lincoln County,47088
3130,"56 , 25",WY,Natrona County,40947
3131,"56 , 27",WY,Niobrara County,32595
3132,"56 , 29",WY,Park County,38818
3133,"56 , 31",WY,Platte County,37128
3134,"56 , 33",WY,Sheridan County,38385
3135,"56 , 35",WY,Sublette County,49456
3136,"56 , 37",WY,Sweetwater County,52541
3137,"56 , 39",WY,Teton County,57485
3138,"56 , 41",WY,Uinta County,48658
3139,"56 , 43",WY,Washakie County,40357
3140,"56 , 45",WY,Weston County,39383
